Record,Location,X,Y,Longitude,Latitude,Year,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type
1683,BELFAST RD @ ST. LAURENT BLVD,372861.72744,5030577.22421,-75.63045,45.41182,2017,2017-07-05,3:50:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
1684,BELFAST RD @ ST. LAURENT BLVD,372861.58710,5030578.34625,-75.63045,45.41183,2017,2017-08-15,5:10:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe
1685,BELFAST RD @ ST. LAURENT BLVD,372860.25073,5030578.32531,-75.63047,45.41183,2017,2017-09-24,5:47:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
1686,BELFAST RD @ ST. LAURENT BLVD,372860.24620,5030578.32305,-75.63047,45.41183,2017,2017-09-18,1:36:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
1687,BELFAST RD @ ST. LAURENT BLVD,372860.72410,5030578.33854,-75.63046,45.41183,2017,2017-09-11,4:40:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
1688,BELFAST RD @ ST. LAURENT BLVD,372861.67989,5030578.80095,-75.63045,45.41184,2017,2017-09-14,3:19:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
1689,BELFAST RD @ ST. LAURENT BLVD,372861.19747,5030578.32531,-75.63045,45.41183,2017,2017-09-23,6:00:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
1690,BELFAST RD @ ST. LAURENT BLVD,372860.25073,5030578.79869,-75.63047,45.41184,2017,2017-12-09,3:58:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
1691,BELFAST RD @ ST. LAURENT BLVD,372861.05855,5030578.56200,-75.63046,45.41183,2017,2017-11-30,9:37:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
1692,BELFAST RD @ ST. LAURENT BLVD,372860.72410,5030577.88556,-75.63046,45.41183,2017,2017-11-21,7:00:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,03 - Dawn,02 - Non-fatal injury,07 - SMV other
1693,BELFAST RD @ ST. LAURENT BLVD,372860.25073,5030578.32531,-75.63047,45.41183,2017,2017-01-11,6:47:00 AM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
1694,BELFAST RD @ ST. LAURENT BLVD,372861.72744,5030579.23090,-75.63045,45.41184,2017,2017-02-16,5:22:00 PM,01 - Clear,03 - Loose snow,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,05 - Turning movement
1695,BELFAST RD @ ST. LAURENT BLVD,372861.80958,5030577.74789,-75.63045,45.41183,2017,2017-01-16,6:56:00 PM,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
1696,BELFAST RD @ ST. LAURENT BLVD,372861.72744,5030578.56200,-75.63045,45.41183,2017,2017-04-09,6:27:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
1697,BELFAST RD @ ST. LAURENT BLVD,372860.38965,5030579.23090,-75.63046,45.41184,2017,2017-03-15,2:38:00 PM,03 - Snow,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
1698,BELFAST RD @ ST. LAURENT BLVD,372861.47457,5030577.43630,-75.63045,45.41182,2017,2017-03-28,3:22:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
1699,BELFAST RD @ ST. LAURENT BLVD,372860.24620,5030578.80095,-75.63047,45.41184,2017,2017-12-29,12:58:00 PM,01 - Clear,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
1700,BELFAST RD @ TRAINYARDS,371882.11207,5030915.09647,-75.64292,45.41496,2017,2017-07-24,1:19:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
1701,BELFAST RD @ TREMBLAY RD,371558.18322,5031319.76039,-75.64700,45.41863,2017,2017-07-21,5:00:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
1702,BELFAST RD @ TREMBLAY RD,371559.19207,5031319.85354,-75.64699,45.41863,2017,2017-08-24,5:56:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
1703,BELFAST RD @ TREMBLAY RD,371557.63322,5031320.83497,-75.64701,45.41864,2017,2017-10-18,4:51:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end
1704,BELFAST RD @ TREMBLAY RD,371558.24533,5031321.27366,-75.64700,45.41864,2017,2017-12-31,10:33:00 AM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement
1705,BELFAST RD @ TRIOLE ST,372981.20227,5030623.79309,-75.62891,45.41223,2017,2017-08-30,11:06:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle
1706,BELFAST RD @ TRIOLE ST,372981.19394,5030622.85288,-75.62891,45.41222,2017,2017-08-24,9:45:00 AM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle
1707,BELFAST RD @ TRIOLE ST,372979.05666,5030624.89419,-75.62894,45.41224,2017,2017-03-08,7:26:00 AM,04 - Freezing Rain,06 - Ice,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other
1708,BELFAST RD btwn COVENTRY RD & TREMBLAY RD,371555.46586,5031344.95185,-75.64703,45.41885,2017,2017-12-28,3:08:00 PM,01 - Clear,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end
1709,BELFAST RD btwn ST. LAURENT BLVD & TRIOLE ST,372879.57568,5030588.75204,-75.63022,45.41192,2017,2017-06-22,12:28:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
1710,BELFAST RD btwn ST. LAURENT BLVD & TRIOLE ST,372872.21369,5030583.96462,-75.63031,45.41188,2017,2017-09-20,11:15:00 AM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
1711,BELFAST RD btwn TRAINYARDS DR & ST. LAURENT BLVD,372384.10500,5030648.44448,-75.63654,45.41251,2017,2017-11-27,6:47:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,05 - Turning movement
1712,BELFAST RD btwn TREMBLAY RD & TRAINYARDS DR,371793.21452,5030943.49889,-75.64405,45.41522,2017,2017-06-23,8:47:00 AM,02 - Rain,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
1713,BELFAST RD btwn TREMBLAY RD & TRAINYARDS DR,371806.73718,5030940.16870,-75.64387,45.41519,2017,2017-09-06,12:12:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end
1714,BELFAST RD btwn TREMBLAY RD & TRAINYARDS DR,371693.64986,5030984.61265,-75.64531,45.41560,2017,2017-09-28,8:15:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
1715,BELFAST RD btwn TREMBLAY RD & TRAINYARDS DR,371796.09883,5030942.33694,-75.64401,45.41521,2017,2017-12-12,10:23:00 AM,03 - Snow,05 - Packed snow,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
1716,BELFAST RD btwn TRIOLE ST & MICHAEL ST,373055.47573,5030649.05970,-75.62796,45.41245,2017,2017-05-31,4:32:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
1717,BELGREEN DR @ RUSSELL RD,376027.22397,5027431.24816,-75.59046,45.38320,2017,2017-09-24,7:06:00 AM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,03 - Dawn,03 - P.D. only,07 - SMV other
1718,BELGREEN DR @ STEVENAGE DR,375619.41935,5027235.52930,-75.59570,45.38148,2017,2017-07-06,8:29:00 AM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other
1719,BELISLE ST btwn MCARTHUR AVE & END,371297.14397,5032924.42397,-75.65012,45.43309,2017,2017-03-20,5:32:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
1720,BELL ST    N btwn CHRISTIE ST & WILLOW ST,366896.35423,5030081.79326,-75.70672,45.40792,2017,2017-02-13,12:53:00 PM,01 - Clear,03 - Loose snow,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement
1721,BELL ST    N btwn GLADSTONE AVE & LOUISA ST,366984.25097,5029885.24376,-75.70562,45.40614,2017,2017-09-06,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle
1722,BELL ST    S btwn MACLEAN ST & CARLING AVE,367256.14837,5029263.20626,-75.70222,45.40052,2017,2017-06-11,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle
1723,BELL ST    S btwn ORANGEVILLE ST & PLYMOUTH ST,367093.19841,5029636.98955,-75.70426,45.40390,2017,2017-11-01,2:19:00 PM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
1724,BELL ST @ GLADSTONE AVE,366945.55331,5029969.56410,-75.70610,45.40690,2017,2017-08-21,8:16:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,05 - Dusk,02 - Non-fatal injury,05 - Turning movement
1725,BELL ST @ GLADSTONE AVE,366945.71949,5029969.30935,-75.70610,45.40690,2017,2017-09-08,4:58:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
1726,BELL ST @ GLADSTONE AVE,366946.70114,5029970.23210,-75.70609,45.40691,2017,2017-11-06,5:00:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,05 - Dusk,02 - Non-fatal injury,05 - Turning movement
1727,BELL ST @ ORANGEVILLE ST,367092.96508,5029641.30591,-75.70426,45.40394,2017,2017-12-08,9:51:00 PM,01 - Clear,01 - Dry,10 - No control,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other
1728,BELL ST @ POWELL AVE,367200.16465,5029385.55680,-75.70292,45.40163,2017,2017-01-31,12:22:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
1729,BELLEEK LANE/LAURALEAF CRES @ BREAKSTONE RD,365138.24050,5011521.10440,-75.73143,45.24106,2017,2017-04-18,12:51:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
1730,BELLEVUE AVE @ LAPERRIERE AVE,363870.44387,5026551.91843,-75.74579,45.37642,2017,2017-03-29,5:34:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,05 - Dusk,02 - Non-fatal injury,03 - Rear end
1731,BELLWOOD AVE btwn WILLARD ST & SCOTIA PL,369005.12925,5028408.17507,-75.68000,45.39267,2017,2017-10-25,8:56:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
1732,BELMEADE RD btwn 3RD LINE RD & 4TH LINE RD,380682.51881,4997178.98221,-75.53564,45.11052,2017,2017-12-15,3:39:00 PM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
1733,BELMEADE RD btwn 3RD LINE RD & 4TH LINE RD,381835.39988,4997817.83895,-75.52090,45.11614,2017,2017-03-24,9:16:00 AM,03 - Snow,03 - Loose snow,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,03 - Rear end
1734,BELMEADE RD btwn 6TH LINE RD & BANK ST,386652.10431,5000436.27525,-75.45926,45.13916,2017,2017-07-10,7:55:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
1735,BELMONT AVE btwn BANK ST & WILLARD ST,368819.76028,5028434.06176,-75.68236,45.39292,2017,2017-03-15,12:20:00 PM,03 - Snow,05 - Packed snow,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
1736,BELVAL CRES btwn BELCOURT BLVD & BELCOURT BLVD,381826.04127,5036218.82300,-75.51505,45.46165,2017,2017-02-03,6:30:00 PM,01 - Clear,06 - Ice,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
1737,BEN ST @ COTE ST,371535.37965,5033195.93239,-75.64704,45.43551,2017,2017-11-26,6:18:00 PM,03 - Snow,03 - Loose snow,03 - Yield sign,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other
1738,BENLEA DR btwn FOXMEADOW LANE & CARDIGAN DR,363995.54363,5021513.58905,-75.74480,45.33107,2017,2017-05-02,4:33:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
1739,BENTLEY AVE @ GIFFORD ST,366254.71140,5021898.54716,-75.71593,45.33434,2017,2017-08-01,12:23:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
1740,BENTLEY AVE btwn SUNDERLAND ST & CAMELOT DR,365898.34564,5021669.80665,-75.72050,45.33232,2017,2017-04-28,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle
1741,BENTLEY AVE btwn SUNDERLAND ST & CAMELOT DR,366015.40194,5021749.87069,-75.71900,45.33303,2017,2017-05-23,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,02 - Angle
1742,BENTLEY AVE btwn SUNDERLAND ST & GIFFORD ST,366249.54828,5021896.71250,-75.71600,45.33433,2017,2017-05-25,12:13:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement
1743,BERKELEY AVE @ RICHMOND RD,362910.75136,5028065.32305,-75.75786,45.39012,2017,2017-12-07,8:31:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,03 - Rear end
1744,BERKSHIRE WAY btwn FABLE ST & SHERWAY DR,362722.70657,5015261.17347,-75.76176,45.27492,2017,2017-03-24,7:14:00 PM,03 - Snow,04 - Slush,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,01 - Approaching
1745,BERRIGAN DR @ CLARIDGE DR,364654.29216,5015847.89221,-75.73708,45.28004,2017,2017-07-15,4:07:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
1746,BERRIGAN DR @ COLINDALE AVE/OAKWELL DR,364154.77555,5015568.78290,-75.74348,45.27757,2017,2017-02-22,8:40:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle
1747,BERRIGAN DR @ EDGEWARE DR,363979.86324,5015388.84550,-75.74573,45.27597,2017,2017-11-20,2:43:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
1748,BERRIGAN DR @ LONGFIELDS DR,364305.78415,5015645.80395,-75.74154,45.27825,2017,2017-10-07,6:24:00 PM,01 - Clear,01 - Dry,11 - Roundabout,03 - At intersection,05 - Dusk,02 - Non-fatal injury,03 - Rear end
1749,BERRIGAN DR @ LONGFIELDS DR,364306.95444,5015646.35040,-75.74153,45.27825,2017,2017-01-04,6:23:00 PM,03 - Snow,06 - Ice,11 - Roundabout,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
1750,BERRIGAN DR @ LONGFIELDS DR,364306.95444,5015645.49203,-75.74153,45.27825,2017,2017-01-06,3:30:00 PM,01 - Clear,06 - Ice,11 - Roundabout,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
1751,BERRIGAN DR @ LONGFIELDS DR,364305.29856,5015645.99940,-75.74155,45.27825,2017,2017-12-30,11:35:00 PM,01 - Clear,03 - Loose snow,11 - Roundabout,03 - At intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
1752,BERRIGAN DR btwn CROXLEY WAY & CLARIDGE DR,364595.74935,5015813.14876,-75.73783,45.27973,2017,2017-12-12,8:41:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
1753,BERRIGAN DR btwn CROXLEY WAY & CLARIDGE DR,364551.33827,5015786.99965,-75.73840,45.27950,2017,2017-03-17,3:11:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,99 - Other
1754,BERRIGAN DR btwn EDGEWARE DR & COLINDALE AVE,363999.46076,5015400.00430,-75.74548,45.27606,2017,2017-01-04,5:35:00 PM,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,01 - Approaching
1755,BERRIGAN DR btwn PLUMAS GT & WANSTEAD GT,364857.28534,5015891.77789,-75.73448,45.28042,2017,2017-12-22,7:54:00 PM,03 - Snow,03 - Loose snow,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,05 - Turning movement
1756,BERRIGAN DR btwn WESSEX RD & EDGEWARE DR (1),363771.47143,5015298.16902,-75.74839,45.27517,2017,2017-12-27,12:50:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
1757,BERRY GLEN ST @ ROCKY HILL DR,366634.78259,5014444.70360,-75.71201,45.26724,2017,2017-03-07,8:33:00 AM,04 - Freezing Rain,06 - Ice,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other
1758,BERTRAND ST @ IVY CRES E,369029.27010,5033790.38635,-75.67899,45.44109,2017,2017-08-24,1:00:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,02 - Angle
1759,BESSERER ST @ CHARLOTTE ST,369292.70750,5032790.46838,-75.67575,45.43207,2017,2017-09-05,2:51:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle
1760,BESSERER ST @ CUMBERLAND ST,368416.22511,5032257.52979,-75.68702,45.42736,2017,2017-09-08,4:12:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
1761,BESSERER ST @ CUMBERLAND ST,368417.70634,5032256.57400,-75.68700,45.42735,2017,2017-04-15,7:12:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
1762,BESSERER ST @ DALHOUSIE ST,368252.06067,5032156.93347,-75.68913,45.42647,2017,2017-08-15,8:52:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
1763,BESSERER ST @ DALHOUSIE ST,368253.36763,5032158.24043,-75.68911,45.42648,2017,2017-08-30,2:20:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
1764,BESSERER ST @ DALHOUSIE ST,368252.31900,5032157.40655,-75.68913,45.42647,2017,2017-08-14,8:10:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other
1765,BESSERER ST @ DALHOUSIE ST,368253.70504,5032156.90560,-75.68911,45.42647,2017,2017-06-28,4:51:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
1766,BESSERER ST @ DALHOUSIE ST,368252.70170,5032157.81345,-75.68912,45.42648,2017,2017-11-22,6:55:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,03 - Dawn,03 - P.D. only,04 - Sideswipe
1767,BESSERER ST @ DALHOUSIE ST,368253.17507,5032156.86444,-75.68912,45.42647,2017,2017-01-08,2:18:00 PM,03 - Snow,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
1768,BESSERER ST @ DALHOUSIE ST,368253.70504,5032156.90560,-75.68911,45.42647,2017,2017-03-13,8:20:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
1769,BESSERER ST @ DALHOUSIE ST,368253.17507,5032156.86444,-75.68912,45.42647,2017,2017-12-28,4:48:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
1770,BESSERER ST @ KING EDWARD AVE,368550.37075,5032340.58210,-75.68529,45.42809,2017,2017-04-30,3:30:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle
1771,BESSERER ST @ KING EDWARD AVE,368550.70520,5032339.94107,-75.68529,45.42809,2017,2017-07-18,4:35:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
1772,BESSERER ST @ KING EDWARD AVE,368550.70520,5032340.34315,-75.68529,45.42809,2017,2017-09-03,4:19:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
1773,BESSERER ST @ KING EDWARD AVE,368550.70520,5032339.48920,-75.68529,45.42808,2017,2017-10-12,3:16:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
1774,BESSERER ST @ KING EDWARD AVE,368549.47063,5032339.34753,-75.68531,45.42808,2017,2017-01-13,2:25:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
1775,BESSERER ST @ KING EDWARD AVE,368550.37075,5032341.25100,-75.68529,45.42810,2017,2017-03-20,11:23:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
1776,BESSERER ST @ NELSON ST,368691.71554,5032425.59030,-75.68348,45.42885,2017,2017-06-06,4:00:00 PM,02 - Rain,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
1777,BESSERER ST @ NICHOLAS ST,368186.66469,5032111.34105,-75.68997,45.42606,2017,2017-12-08,5:53:00 PM,03 - Snow,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe
1778,BESSERER ST @ NICHOLAS ST,368184.61600,5032112.12645,-75.69000,45.42607,2017,2017-01-23,5:03:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,04 - Sideswipe
1779,BESSERER ST @ NICHOLAS ST,368185.70890,5032112.77474,-75.68998,45.42608,2017,2017-12-15,12:00:00 AM,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle
1780,BESSERER ST @ WALLER ST,368315.48084,5032191.37562,-75.68832,45.42677,2017,2017-06-21,5:17:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
